movie_id,genre_id
427354fb-8736-4fd4-9ea1-30b98d1974e7,651958f5-1e8c-4ed1-9083-bf367a2daf4b
427354fb-8736-4fd4-9ea1-30b98d1974e7,7362cb52-93e7-480a-81c8-4ef406f27a6a
138aca2e-a48d-46a6-ac06-c902efe4fd18,e9c047df-838f-495b-9032-38c1c52bc137
99f6f5c3-1cb9-4fe1-ab1a-aa9c1d16dbd0,4c77f146-42ed-4f51-92f5-80eb980cfbaf
99f6f5c3-1cb9-4fe1-ab1a-aa9c1d16dbd0,206a5af9-676e-4f3d-9c4b-b7c653fc52d2
99f6f5c3-1cb9-4fe1-ab1a-aa9c1d16dbd0,8b27d241-65c9-4cc5-9a2a-aeda4898069e
6358f21d-d22d-4f6c-b15e-7a1b7ba90800,cb3b063e-e8bf-4dc7-9aae-d3570437998f
6358f21d-d22d-4f6c-b15e-7a1b7ba90800,628628b3-77a9-492e-a352-7eda73f8e629
f4fa3e26-130b-42f5-8e08-2d4f884e080d,651958f5-1e8c-4ed1-9083-bf367a2daf4b
f4fa3e26-130b-42f5-8e08-2d4f884e080d,5a4d2521-ca1b-47da-821c-d213d5f0c28b
f4fa3e26-130b-42f5-8e08-2d4f884e080d,e9c047df-838f-495b-9032-38c1c52bc137
fd530ba8-7ae3-47c6-b384-a6b01df494cb,cb3b063e-e8bf-4dc7-9aae-d3570437998f
fd530ba8-7ae3-47c6-b384-a6b01df494cb,1327b43a-338f-487a-b0c3-d464d8925f39
fd530ba8-7ae3-47c6-b384-a6b01df494cb,15631db1-ce85-47d7-9bcd-2518d6933abc
708f4f48-f883-4f49-97ee-2c0a91c249de,5281b73b-11ed-4f7b-98f5-e0b1112fb0a6
708f4f48-f883-4f49-97ee-2c0a91c249de,7362cb52-93e7-480a-81c8-4ef406f27a6a
708f4f48-f883-4f49-97ee-2c0a91c249de,fdbe9e7d-7cbc-4788-8cd5-8eb8642d807a
708f4f48-f883-4f49-97ee-2c0a91c249de,651958f5-1e8c-4ed1-9083-bf367a2daf4b
e994bf32-d050-4e52-b334-5b6074b2a959,4c77f146-42ed-4f51-92f5-80eb980cfbaf
e994bf32-d050-4e52-b334-5b6074b2a959,e9c5d797-2c7f-4d5d-b7d7-948f2c6ab9ea
e994bf32-d050-4e52-b334-5b6074b2a959,d9efb0d5-e374-40f8-beb1-c8161a2ee762
425035ef-0093-422c-a760-2740c95f4457,206a5af9-676e-4f3d-9c4b-b7c653fc52d2
9bc42e46-67c9-447f-be78-4ae50e491d93,4c77f146-42ed-4f51-92f5-80eb980cfbaf
9bc42e46-67c9-447f-be78-4ae50e491d93,8a17e32d-6180-444d-abe8-a9568ee0e82e
9bc42e46-67c9-447f-be78-4ae50e491d93,e9c047df-838f-495b-9032-38c1c52bc137
47632200-a702-4992-9f11-020d87c3aaed,de7cc0eb-7174-4518-9ea8-0fbdca75dc12
7338dd63-a1d1-4e74-9759-cd17bae3c0d8,5dd7e65b-743d-4154-b7a1-00b97dcf5c58
7338dd63-a1d1-4e74-9759-cd17bae3c0d8,e9c047df-838f-495b-9032-38c1c52bc137
7338dd63-a1d1-4e74-9759-cd17bae3c0d8,4c77f146-42ed-4f51-92f5-80eb980cfbaf
c3820118-4994-4049-8719-6d71466870fe,4c77f146-42ed-4f51-92f5-80eb980cfbaf
c3820118-4994-4049-8719-6d71466870fe,de7cc0eb-7174-4518-9ea8-0fbdca75dc12
c3820118-4994-4049-8719-6d71466870fe,e9c047df-838f-495b-9032-38c1c52bc137
37887751-4d47-4e5c-98fd-9fa0dc90314c,7362cb52-93e7-480a-81c8-4ef406f27a6a
37887751-4d47-4e5c-98fd-9fa0dc90314c,cb3b063e-e8bf-4dc7-9aae-d3570437998f
4072477a-0e21-47ca-9a86-73f662b98398,5281b73b-11ed-4f7b-98f5-e0b1112fb0a6
4072477a-0e21-47ca-9a86-73f662b98398,8a17e32d-6180-444d-abe8-a9568ee0e82e
4072477a-0e21-47ca-9a86-73f662b98398,4c77f146-42ed-4f51-92f5-80eb980cfbaf
4072477a-0e21-47ca-9a86-73f662b98398,47c3c897-eece-4c0f-adbe-ae177452969e
69a62e24-d225-4d89-94b5-ae7f906b57dc,de7cc0eb-7174-4518-9ea8-0fbdca75dc12
aa451009-5df5-4e3e-bce7-7ad1ac26b289,d9efb0d5-e374-40f8-beb1-c8161a2ee762
aa451009-5df5-4e3e-bce7-7ad1ac26b289,5a4d2521-ca1b-47da-821c-d213d5f0c28b
3c16d474-f898-4cfe-b924-7c38bea20d5c,e9c5d797-2c7f-4d5d-b7d7-948f2c6ab9ea
5597d267-e508-4a43-8244-f8ec9fdecae4,628628b3-77a9-492e-a352-7eda73f8e629
5597d267-e508-4a43-8244-f8ec9fdecae4,8b27d241-65c9-4cc5-9a2a-aeda4898069e
ecdbf5f6-ea6e-48ad-8cf1-165f8682b135,fdbe9e7d-7cbc-4788-8cd5-8eb8642d807a
ecdbf5f6-ea6e-48ad-8cf1-165f8682b135,d9efb0d5-e374-40f8-beb1-c8161a2ee762
0db8d5e2-1888-4d9f-a451-2f6e2a3e0f7d,5dd7e65b-743d-4154-b7a1-00b97dcf5c58
0db8d5e2-1888-4d9f-a451-2f6e2a3e0f7d,47c3c897-eece-4c0f-adbe-ae177452969e
d3206088-b25a-455a-9323-1c8d5829b0b0,8b27d241-65c9-4cc5-9a2a-aeda4898069e
d3206088-b25a-455a-9323-1c8d5829b0b0,d9efb0d5-e374-40f8-beb1-c8161a2ee762
d3206088-b25a-455a-9323-1c8d5829b0b0,fdbe9e7d-7cbc-4788-8cd5-8eb8642d807a
d3206088-b25a-455a-9323-1c8d5829b0b0,7362cb52-93e7-480a-81c8-4ef406f27a6a
009bae3f-9085-415e-81bf-b86503fa9115,206a5af9-676e-4f3d-9c4b-b7c653fc52d2
009bae3f-9085-415e-81bf-b86503fa9115,4c77f146-42ed-4f51-92f5-80eb980cfbaf
47ae8c16-2d72-4c6b-8a12-3dac47db6ed7,e9c047df-838f-495b-9032-38c1c52bc137
47ae8c16-2d72-4c6b-8a12-3dac47db6ed7,628628b3-77a9-492e-a352-7eda73f8e629
47ae8c16-2d72-4c6b-8a12-3dac47db6ed7,206a5af9-676e-4f3d-9c4b-b7c653fc52d2
47ae8c16-2d72-4c6b-8a12-3dac47db6ed7,cb3b063e-e8bf-4dc7-9aae-d3570437998f
5fb1457b-691f-48fd-aeca-0103d0a88833,49fe3a60-400a-4a4a-a5ad-6cb7358caad1
