id,movie_id,hall_id,start_time,language
f252d26c-d98c-4a63-aa20-dcbbcb890f35,ccda4639-3814-4892-99ea-7aa00cd42d49,f143c984-3849-40d5-a2b0-6d9ed37bc07e,2025-12-04T09:20:00,Italian
00597903-ef11-4977-a44c-213e97188f6b,9dae46b7-7f1a-4d67-b808-9e9c1b622d6c,b385ae30-ab5d-4d1d-922b-1baee7f11e02,2025-10-29T09:10:00,German
ae0f0fd7-edae-438c-b18e-783251b6de8a,81de516b-9d80-447a-a5f3-7f542dab2e6f,d9130d7c-e87e-4f52-99ff-ea84234f6f29,2025-12-11T12:10:00,English
173d6a01-7c95-44bf-adb6-da235e68a42b,5597d267-e508-4a43-8244-f8ec9fdecae4,9174df91-bbab-4a3a-96e4-a815df880a07,2026-01-10T19:00:00,Spanish
c3cf8adc-0d93-4fad-9ab7-5411e17d3ea6,33875037-f579-42ed-8aba-818a640c90d9,c545ee76-5ce3-4683-a6f2-7918ea4b9601,2025-12-10T21:50:00,German
b42a26a1-ca69-4d19-a10e-ab55ea1a32f2,d9b9480a-a1e4-49d4-b8b5-a28a761924b7,05e81d16-559b-47bb-82e3-b8530bdbc109,2025-11-10T20:40:00,Italian
62b916e4-3554-4072-b102-5d2c62bd3bd5,4edba6e8-c8d9-4fe2-a682-124b91f87604,e16750c4-717c-432b-a04f-f09f675691f5,2025-11-22T07:10:00,Italian
c7c6f2bb-f121-45cb-a122-fd2cf777857f,4072477a-0e21-47ca-9a86-73f662b98398,5b670ca6-a7e4-4c56-ad9d-3cd266bbfaac,2026-01-18T10:30:00,German
fe366b3b-ab50-4588-9795-9ba4a1cf7f14,33875037-f579-42ed-8aba-818a640c90d9,9174df91-bbab-4a3a-96e4-a815df880a07,2025-11-03T19:40:00,French
4550fdda-13dd-490e-8357-832193bc4e75,21bf0f34-fea3-4cb9-b9a7-94e72ffacc8a,abfab99e-fd61-4782-a907-97b297c4ca74,2026-01-08T08:30:00,Spanish
46c48b64-bc9f-4a45-9234-23921029b3bc,677a4d7a-ae9b-4bdb-a72f-67f73eba99c7,d9130d7c-e87e-4f52-99ff-ea84234f6f29,2026-01-17T00:30:00,German
2dc02837-579a-475a-8606-c913c3978e22,7338dd63-a1d1-4e74-9759-cd17bae3c0d8,9174df91-bbab-4a3a-96e4-a815df880a07,2025-11-10T10:20:00,Spanish
b125cc2a-6ef6-405c-a2c4-6923a4bb83af,1aa28ea9-5df1-4ce1-a2db-7524bfcfd4ee,5b670ca6-a7e4-4c56-ad9d-3cd266bbfaac,2025-12-31T00:00:00,English
356d98d1-3dd2-49ac-a53d-b1702563dd66,cf58157c-eee8-4cb1-af62-820e7aadb847,d9130d7c-e87e-4f52-99ff-ea84234f6f29,2025-11-05T08:50:00,English
da93e4d4-a066-49d8-9fb3-86644ca539e8,5fb1457b-691f-48fd-aeca-0103d0a88833,92a96396-ac33-4bb2-a703-f8aa43bff351,2025-12-21T13:50:00,Russkiy
85c3a8ab-1a6d-47f4-940f-bc3a01dfbe00,09dc474c-41e1-47c7-bd11-8bcc61aba3cc,c545ee76-5ce3-4683-a6f2-7918ea4b9601,2025-11-21T08:00:00,English
443917dc-d43b-4d6e-861e-27b11754fe15,2752b069-f76a-4957-8807-6237a31f6d2c,9174df91-bbab-4a3a-96e4-a815df880a07,2026-01-07T13:10:00,German
7f675925-c5b1-4059-a0d0-9dc11073334a,62531f1e-00a6-4fce-ab03-320c8c0852e8,92a96396-ac33-4bb2-a703-f8aa43bff351,2025-11-17T08:10:00,German
3d685020-6202-453d-bcb6-fc9334c70974,dac8e4dd-9f17-46ef-9865-5e025b74bf9a,c545ee76-5ce3-4683-a6f2-7918ea4b9601,2025-12-25T17:10:00,Italian
f2a3c746-9feb-4fbe-9ea4-427aa7f730b8,fd530ba8-7ae3-47c6-b384-a6b01df494cb,9174df91-bbab-4a3a-96e4-a815df880a07,2026-01-21T18:20:00,Spanish
59574044-eff9-418e-a5c5-b9813f0d8d9f,c3820118-4994-4049-8719-6d71466870fe,05e81d16-559b-47bb-82e3-b8530bdbc109,2025-12-22T09:30:00,Italian
340dbd10-5162-4f3d-83cf-3a459135b350,1aa28ea9-5df1-4ce1-a2db-7524bfcfd4ee,b385ae30-ab5d-4d1d-922b-1baee7f11e02,2025-12-27T15:30:00,French
5f9aceea-c614-4967-8565-716f9f128841,99f6f5c3-1cb9-4fe1-ab1a-aa9c1d16dbd0,92a96396-ac33-4bb2-a703-f8aa43bff351,2025-12-19T00:20:00,English
128ffd14-48ee-4963-863a-7e9b56a393ef,722c5ad2-9175-4d47-9f8a-d10e496d97f8,abfab99e-fd61-4782-a907-97b297c4ca74,2025-11-13T07:30:00,English
326d9d9a-3dce-43e9-939e-722f5c3c63a9,9dae46b7-7f1a-4d67-b808-9e9c1b622d6c,e16750c4-717c-432b-a04f-f09f675691f5,2025-11-13T07:50:00,French
c88e351d-2f25-46c1-8fc0-99b716ed9f05,6c34f6f7-2682-4513-951e-96f325e7eb19,b385ae30-ab5d-4d1d-922b-1baee7f11e02,2025-11-25T12:10:00,Russkiy
62fc16d9-5d1a-4705-b412-a792cc6de0eb,67d8b4ad-4640-43f2-9c53-6b4929f30103,b385ae30-ab5d-4d1d-922b-1baee7f11e02,2026-01-01T18:30:00,Italian
72af98d8-498d-40bd-8d54-125bf3eee0f2,67021090-97c3-44f2-82ed-cf5f65828f38,5b670ca6-a7e4-4c56-ad9d-3cd266bbfaac,2025-12-02T22:20:00,French
9e3aa630-6a04-41c2-ae06-0de30da50150,8ff07004-cedb-4c53-a5dd-a034c6073f8e,e16750c4-717c-432b-a04f-f09f675691f5,2025-11-26T19:50:00,German
eea838b8-2cc1-483e-8a9e-88cff507417b,5597d267-e508-4a43-8244-f8ec9fdecae4,abfab99e-fd61-4782-a907-97b297c4ca74,2025-12-10T13:20:00,French
a5e0ba3c-ad90-4ce2-9308-1b962002f499,c3820118-4994-4049-8719-6d71466870fe,f143c984-3849-40d5-a2b0-6d9ed37bc07e,2026-01-17T20:50:00,French
18284fab-f1f3-49e3-8274-6a83a691307d,3e78c42e-79c6-46a5-84ba-afca64de824b,92a96396-ac33-4bb2-a703-f8aa43bff351,2026-01-20T18:30:00,Russkiy
d1e1daa6-4aed-45f2-be59-308d5ec3b633,0eda6729-995b-43a0-9a17-b89035543c47,e16750c4-717c-432b-a04f-f09f675691f5,2025-10-24T08:10:00,German
b4efc943-ae9e-49d9-95e4-96e07924b962,425035ef-0093-422c-a760-2740c95f4457,92a96396-ac33-4bb2-a703-f8aa43bff351,2026-01-19T11:00:00,English
d168abb8-9050-4f74-a104-33dfd9b30d07,502dde18-86e1-4b5c-88c2-8010d067ede7,9174df91-bbab-4a3a-96e4-a815df880a07,2025-12-22T00:10:00,German
2eab61f4-3ee1-4e5d-a7a7-87c2b4dc6d7d,ac17d6c1-f9a9-42be-9c29-6670939d8d5e,9174df91-bbab-4a3a-96e4-a815df880a07,2025-11-18T13:20:00,German
05958c14-593d-4a14-b296-e3877f73e58c,67021090-97c3-44f2-82ed-cf5f65828f38,abfab99e-fd61-4782-a907-97b297c4ca74,2025-12-05T19:00:00,German
df23cfb2-1933-4a8b-9fdc-f2db190d306b,1b7592f5-0e3c-4c80-b5a2-4bd6f1157cba,c545ee76-5ce3-4683-a6f2-7918ea4b9601,2026-01-09T23:40:00,Italian
26b901d9-01af-4a27-9c88-f6f1c5e0194e,d3206088-b25a-455a-9323-1c8d5829b0b0,e16750c4-717c-432b-a04f-f09f675691f5,2025-12-17T21:40:00,English
c4b143f2-acf2-498d-a67b-fb429b707fe6,3c16d474-f898-4cfe-b924-7c38bea20d5c,5b670ca6-a7e4-4c56-ad9d-3cd266bbfaac,2025-10-30T10:20:00,Russkiy
dcde93e7-a899-46bd-85db-3bae39e7a60d,2752b069-f76a-4957-8807-6237a31f6d2c,f143c984-3849-40d5-a2b0-6d9ed37bc07e,2026-01-05T10:40:00,Spanish
6be34111-8585-4df4-9b98-187e69fbffff,9c0da375-3d5a-4608-b8c7-9e36139d6c33,abfab99e-fd61-4782-a907-97b297c4ca74,2025-11-15T09:20:00,Spanish
e5e01176-2e5d-4906-b012-42d7ff48fe8e,69a62e24-d225-4d89-94b5-ae7f906b57dc,b385ae30-ab5d-4d1d-922b-1baee7f11e02,2025-11-24T22:20:00,Russkiy
3bbaeaee-c706-4c61-9d99-e0f38dd1d5cd,a3128f74-4fcf-4cae-b2db-d585516780d1,c545ee76-5ce3-4683-a6f2-7918ea4b9601,2026-01-21T18:20:00,French
1adad6e3-3ee4-40a3-abf8-31a0a5b72140,e994bf32-d050-4e52-b334-5b6074b2a959,f143c984-3849-40d5-a2b0-6d9ed37bc07e,2026-01-04T18:50:00,French
20854270-1eee-4299-a0dd-88b17bb9a7d2,b51a7d8d-dbc7-426e-9013-dd2124a444bb,5b670ca6-a7e4-4c56-ad9d-3cd266bbfaac,2025-11-24T20:30:00,German
1d6a68c5-d783-46a9-8552-555c72bc9640,1afd4484-49c1-4870-b60c-c754c4ce04d0,abfab99e-fd61-4782-a907-97b297c4ca74,2026-01-14T13:30:00,Italian
0ca6e0aa-db29-40e2-827c-893a530e501a,1aa28ea9-5df1-4ce1-a2db-7524bfcfd4ee,f143c984-3849-40d5-a2b0-6d9ed37bc07e,2025-12-22T00:50:00,Spanish
37779c51-e3d4-429a-8c80-b3a214e209d9,009bae3f-9085-415e-81bf-b86503fa9115,c545ee76-5ce3-4683-a6f2-7918ea4b9601,2025-11-30T20:50:00,German
33ef9ae7-1a07-4248-a2c0-457bc30fe73a,3e78c42e-79c6-46a5-84ba-afca64de824b,92a96396-ac33-4bb2-a703-f8aa43bff351,2025-11-22T15:30:00,Spanish
eb74316a-539d-4696-876f-c465fb0860fc,09dc474c-41e1-47c7-bd11-8bcc61aba3cc,5b670ca6-a7e4-4c56-ad9d-3cd266bbfaac,2025-12-22T14:00:00,German
442e5358-fe0c-4cbe-b015-152c72d585e3,33875037-f579-42ed-8aba-818a640c90d9,9174df91-bbab-4a3a-96e4-a815df880a07,2025-12-09T20:20:00,German
5b42a3de-eace-42f6-bbaa-9915674cc700,2752b069-f76a-4957-8807-6237a31f6d2c,d9130d7c-e87e-4f52-99ff-ea84234f6f29,2026-01-03T19:50:00,English
1a10f026-71dc-4689-ba88-261877d973f5,138aca2e-a48d-46a6-ac06-c902efe4fd18,b385ae30-ab5d-4d1d-922b-1baee7f11e02,2026-01-13T10:20:00,French
272f3646-cfe6-4d6f-be91-0f5b219214c4,69a62e24-d225-4d89-94b5-ae7f906b57dc,b385ae30-ab5d-4d1d-922b-1baee7f11e02,2025-12-17T23:10:00,Spanish
43d594ae-d740-4137-be17-efa31bb21f06,9b151d62-177e-4736-b8e5-6cf69170f9dc,f143c984-3849-40d5-a2b0-6d9ed37bc07e,2025-12-24T20:30:00,Russkiy
c2f0eb9b-5e96-4f8d-81d6-8b559d827235,ecab2181-cb9d-42f7-b110-65986cef6204,d9130d7c-e87e-4f52-99ff-ea84234f6f29,2025-12-09T09:10:00,Italian
de6c8c9f-9a74-4f82-8475-516bc698dfc2,37887751-4d47-4e5c-98fd-9fa0dc90314c,c545ee76-5ce3-4683-a6f2-7918ea4b9601,2025-12-19T21:50:00,English
85eee8c4-ab5d-46e8-8f15-9c8896d61d87,d9b9480a-a1e4-49d4-b8b5-a28a761924b7,c545ee76-5ce3-4683-a6f2-7918ea4b9601,2025-12-28T13:20:00,German
ac56290c-7ecb-48ef-83ad-0ef054977671,09901650-fe76-4f18-9bf9-e24256f4909e,e16750c4-717c-432b-a04f-f09f675691f5,2025-12-24T21:10:00,French
493208a7-afbd-4d4a-80d2-4ea6d82d0d73,85bbf311-5929-482a-a259-21f783c36c59,92a96396-ac33-4bb2-a703-f8aa43bff351,2025-12-17T14:40:00,German
91c51d82-cdb4-46b9-8330-323a58d735ff,7338dd63-a1d1-4e74-9759-cd17bae3c0d8,f143c984-3849-40d5-a2b0-6d9ed37bc07e,2025-11-20T14:20:00,Russkiy
27f4aca2-a95b-462b-953f-a906605502ee,9bc42e46-67c9-447f-be78-4ae50e491d93,b385ae30-ab5d-4d1d-922b-1baee7f11e02,2026-01-13T12:50:00,Spanish
d882182a-764e-4fdf-ba26-eebdf738a517,8a99736e-dad6-489d-aa46-0ee02356e5fe,d9130d7c-e87e-4f52-99ff-ea84234f6f29,2026-01-20T21:10:00,Russkiy
4e1b6e8b-e03a-4586-914e-f62be427e015,7bd0bc4e-e14f-4f46-8e8b-d015a6b4ebc1,d9130d7c-e87e-4f52-99ff-ea84234f6f29,2025-11-17T08:30:00,German
a22c886e-ff9c-4b50-9414-9d0c33a1aa38,85bbf311-5929-482a-a259-21f783c36c59,5b670ca6-a7e4-4c56-ad9d-3cd266bbfaac,2025-10-25T10:10:00,Russkiy
8a0f5bee-6e50-4582-8777-e44a5fd0003a,ecab2181-cb9d-42f7-b110-65986cef6204,e16750c4-717c-432b-a04f-f09f675691f5,2025-10-27T00:00:00,Italian
cded2829-4127-4b17-91f9-6d3906a6ab36,3e78c42e-79c6-46a5-84ba-afca64de824b,e16750c4-717c-432b-a04f-f09f675691f5,2025-11-06T11:00:00,English
80708393-a123-488c-8b53-5464ddc2eb84,2c417aef-cf61-4d18-ae06-06ba2317f36f,f143c984-3849-40d5-a2b0-6d9ed37bc07e,2025-12-17T14:10:00,English
f372d85a-fb7f-400a-85c3-19d5e368fd82,fd530ba8-7ae3-47c6-b384-a6b01df494cb,c545ee76-5ce3-4683-a6f2-7918ea4b9601,2025-12-27T19:40:00,Italian
b8c322b2-73e1-4a6d-8dce-7248f3a824da,0c6967ae-a4d8-4920-9d51-c7d95b61d752,5b670ca6-a7e4-4c56-ad9d-3cd266bbfaac,2025-11-19T13:00:00,English
2744a370-b699-488e-9a23-f1a324f5eebd,cf58157c-eee8-4cb1-af62-820e7aadb847,f143c984-3849-40d5-a2b0-6d9ed37bc07e,2026-01-12T22:40:00,French
170a9d18-c6bf-49af-a268-c240ba933bf1,d3206088-b25a-455a-9323-1c8d5829b0b0,9174df91-bbab-4a3a-96e4-a815df880a07,2025-10-27T20:40:00,German
0cdb74e6-7bd3-4330-b363-e81f09b2f8ca,d3206088-b25a-455a-9323-1c8d5829b0b0,5b670ca6-a7e4-4c56-ad9d-3cd266bbfaac,2025-11-22T21:50:00,English
323c8c4d-4d7b-4069-8312-208517ae43b3,99f6f5c3-1cb9-4fe1-ab1a-aa9c1d16dbd0,c545ee76-5ce3-4683-a6f2-7918ea4b9601,2025-12-27T16:20:00,English
da065983-7a76-42c4-9e87-58d00d709022,9b151d62-177e-4736-b8e5-6cf69170f9dc,9174df91-bbab-4a3a-96e4-a815df880a07,2026-01-19T09:20:00,Spanish
2b3e4347-ce2f-4dea-9c45-2bc73c9ae79d,cb55c939-b208-4183-9cac-dc086cdad4ea,5b670ca6-a7e4-4c56-ad9d-3cd266bbfaac,2026-01-08T22:10:00,Spanish
bc7e1584-a610-4a7b-82e7-103f008e05d1,77ae4c44-0946-4323-afdc-9932fc01f4c6,abfab99e-fd61-4782-a907-97b297c4ca74,2025-12-30T15:30:00,German
2f923052-5cad-4ddd-a727-40b535443e45,ccda4639-3814-4892-99ea-7aa00cd42d49,d9130d7c-e87e-4f52-99ff-ea84234f6f29,2025-11-09T23:20:00,Spanish
637913ad-6390-4a71-b593-df6eeffdc630,1aa28ea9-5df1-4ce1-a2db-7524bfcfd4ee,abfab99e-fd61-4782-a907-97b297c4ca74,2026-01-19T00:30:00,French
cade708c-0640-4367-9ef4-8bad2351ee82,7bd0bc4e-e14f-4f46-8e8b-d015a6b4ebc1,e16750c4-717c-432b-a04f-f09f675691f5,2025-12-18T09:20:00,French
16624970-9d0f-4fb1-9866-66536460c0e1,81de516b-9d80-447a-a5f3-7f542dab2e6f,05e81d16-559b-47bb-82e3-b8530bdbc109,2025-12-08T15:30:00,French
84b20759-eb2a-4eda-b4fe-6304e1286aca,2fd567ca-8efe-4948-bebd-a1a56f976d42,abfab99e-fd61-4782-a907-97b297c4ca74,2025-11-07T17:50:00,Italian
74d21fb3-06df-4a85-816e-bda80368ccff,85bbf311-5929-482a-a259-21f783c36c59,5b670ca6-a7e4-4c56-ad9d-3cd266bbfaac,2025-11-15T17:00:00,Russkiy
e39c5cc7-70fd-44b4-954b-6c19574ac042,09901650-fe76-4f18-9bf9-e24256f4909e,05e81d16-559b-47bb-82e3-b8530bdbc109,2025-12-15T21:10:00,French
141d8394-1a71-45ad-8116-9f4605f4bfd7,81d5edb0-d9b4-4d01-968c-8eda5f5b6a03,92a96396-ac33-4bb2-a703-f8aa43bff351,2025-12-14T20:20:00,Spanish
760a5565-21bd-48c3-9685-2c1537715b9f,427354fb-8736-4fd4-9ea1-30b98d1974e7,b385ae30-ab5d-4d1d-922b-1baee7f11e02,2025-12-31T20:10:00,French
6f9ff9d0-a7c6-4eb5-90cf-ac521d052063,09dc474c-41e1-47c7-bd11-8bcc61aba3cc,9174df91-bbab-4a3a-96e4-a815df880a07,2025-11-08T22:40:00,English
b241df02-b30a-4b92-a1b4-256507011669,9c0da375-3d5a-4608-b8c7-9e36139d6c33,5b670ca6-a7e4-4c56-ad9d-3cd266bbfaac,2026-01-17T11:30:00,French
50729b56-036e-4e35-9f54-37fb23aceaac,425035ef-0093-422c-a760-2740c95f4457,abfab99e-fd61-4782-a907-97b297c4ca74,2026-01-03T20:20:00,German
1028c479-bfd9-4328-a12c-6e5f27cc8c20,af3763b7-7954-464c-8287-33c652eaced6,9174df91-bbab-4a3a-96e4-a815df880a07,2025-12-21T17:10:00,German
ed6b1db8-7576-4db1-8862-54b08d1d8ca3,f9a7e8ba-2326-4fd7-b228-98060197c4f6,92a96396-ac33-4bb2-a703-f8aa43bff351,2025-11-28T16:20:00,English
8cf63659-5639-4bb3-a840-96d9d9dd809d,2c417aef-cf61-4d18-ae06-06ba2317f36f,b385ae30-ab5d-4d1d-922b-1baee7f11e02,2025-12-26T12:00:00,Russkiy
a1b7e0ad-4c14-41bf-9538-6f972060ed14,d01b25df-fe4a-4617-b8b9-ee0c60db6556,5b670ca6-a7e4-4c56-ad9d-3cd266bbfaac,2025-12-10T23:30:00,German
206b7eef-9f75-4957-9db0-3f5272af9375,37887751-4d47-4e5c-98fd-9fa0dc90314c,c545ee76-5ce3-4683-a6f2-7918ea4b9601,2025-12-27T12:40:00,Russkiy
d7863795-21f7-4613-9e2f-3b9fd06b486a,7338dd63-a1d1-4e74-9759-cd17bae3c0d8,92a96396-ac33-4bb2-a703-f8aa43bff351,2026-01-15T23:40:00,Spanish
0467df91-59bd-4bbf-a9e8-ee74da31bcf3,0c6967ae-a4d8-4920-9d51-c7d95b61d752,92a96396-ac33-4bb2-a703-f8aa43bff351,2026-01-19T20:30:00,Italian
d3db28b9-9c14-4f99-abf8-3bca0212882c,1444ba20-39ac-43a5-bccc-1cc41c2f03b1,b385ae30-ab5d-4d1d-922b-1baee7f11e02,2025-12-04T21:50:00,Spanish
69711bde-3c3c-48e5-b3ca-4aa73bdeac44,722c5ad2-9175-4d47-9f8a-d10e496d97f8,abfab99e-fd61-4782-a907-97b297c4ca74,2026-01-18T15:30:00,German
d0ed667c-9d9b-4ae1-8ea0-b39685300266,9bc42e46-67c9-447f-be78-4ae50e491d93,5b670ca6-a7e4-4c56-ad9d-3cd266bbfaac,2026-01-20T00:20:00,Italian
14b807f4-ed1d-4c73-8c35-3f21baa81255,21bf0f34-fea3-4cb9-b9a7-94e72ffacc8a,05e81d16-559b-47bb-82e3-b8530bdbc109,2025-12-13T08:10:00,Russkiy
4d589394-2f20-4d3a-bc7f-f2e02c8a704b,47ae8c16-2d72-4c6b-8a12-3dac47db6ed7,d9130d7c-e87e-4f52-99ff-ea84234f6f29,2025-11-01T07:00:00,English
a77c0b2e-80e6-414c-b5b3-b6fd8888744e,9dae46b7-7f1a-4d67-b808-9e9c1b622d6c,92a96396-ac33-4bb2-a703-f8aa43bff351,2025-12-02T15:10:00,Italian
fca4b3d6-c25c-4ad9-9cc5-cb02b2c15fcc,b3bb325c-6f93-4946-9d94-ca835b5be056,9174df91-bbab-4a3a-96e4-a815df880a07,2026-01-21T00:20:00,Russkiy
8b0c5c1e-0d0d-46a1-a5c9-c0e2faa3d029,ac393398-9266-4f9c-8a2d-d14ae2aa114e,abfab99e-fd61-4782-a907-97b297c4ca74,2025-12-29T12:20:00,English
e8c4679d-3796-40a3-bf81-31c540a1bf85,09dc474c-41e1-47c7-bd11-8bcc61aba3cc,5b670ca6-a7e4-4c56-ad9d-3cd266bbfaac,2026-01-16T17:40:00,Italian
ca1eb091-cb4f-4402-9f53-c8c16fa6a5f9,b3bb325c-6f93-4946-9d94-ca835b5be056,05e81d16-559b-47bb-82e3-b8530bdbc109,2025-12-30T10:50:00,French
d1d187d3-0b77-4154-8057-aae6ced6f0c5,05de5279-613f-4b9e-b38d-1e4203d75c1a,f143c984-3849-40d5-a2b0-6d9ed37bc07e,2025-10-29T18:10:00,Russkiy
9e8dbce7-ab3f-405a-bdff-2cd0abc1ae67,69a62e24-d225-4d89-94b5-ae7f906b57dc,b385ae30-ab5d-4d1d-922b-1baee7f11e02,2025-11-15T10:50:00,French
222af0f1-cd45-4b7c-ba10-be6f4f4892af,f9a7e8ba-2326-4fd7-b228-98060197c4f6,05e81d16-559b-47bb-82e3-b8530bdbc109,2026-01-04T08:30:00,Italian
381d9d19-c7d6-43e3-9d35-05f6211c5019,47632200-a702-4992-9f11-020d87c3aaed,e16750c4-717c-432b-a04f-f09f675691f5,2025-12-09T20:00:00,French
fbaa7852-ec5c-44c1-8a94-d190c54d0d44,1b7592f5-0e3c-4c80-b5a2-4bd6f1157cba,05e81d16-559b-47bb-82e3-b8530bdbc109,2025-11-12T14:20:00,German
32bcc10c-1ad3-4a0a-9c25-62b8308161be,0c6967ae-a4d8-4920-9d51-c7d95b61d752,c545ee76-5ce3-4683-a6f2-7918ea4b9601,2025-10-26T22:40:00,German
